0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
99	61
96	59
94	58
93	56
92	56
91	55
89	54
88	53
85	51
83	49
81	47
80	46
78	44
77	44
77	44
77	44
76	42
75	41
75	41
75	41
75	41
75	41
75	41
74	40
74	40
74	39
74	39
74	39
74	39
74	39
74	39
74	38
74	38
74	37
73	37
73	36
72	35
71	34
69	32
69	31
68	31
67	31
63	30
62	30
58	30
56	29
54	29
51	29
49	29
46	29
42	29
38	29
33	29
29	29
29	29
28	29
27	29
26	29
24	30
22	32
20	35
19	36
18	39
16	42
15	45
15	47
15	49
15	51
15	54
15	56
15	58
15	60
15	62
15	64
16	65
16	65
18	66
21	68
22	68
26	68
28	68
31	68
33	68
35	69
36	69
40	70
42	70
43	70
47	70
48	70
52	70
54	70
57	70
59	70
62	70
62	70
63	70
65	70
69	70
69	70
70	70
72	69
73	69
74	69
74	69
76	68
77	68
77	68
79	67
79	67
81	66
82	64
84	64
84	63
85	63
86	62
87	61
88	60
88	60
90	59
90	58
90	58
91	57
91	57
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	56
91	55
92	55
92	56
92	58
92	59
92	61
92	64
93	68
94	69
96	71
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
96	72
